,0
0,2.3495006561279297
1,2.249758243560791
2,2.197920322418213
3,2.160175085067749
4,2.1335642337799072
5,2.116811990737915
6,2.107297420501709
7,2.0969176292419434
8,2.088989019393921
9,2.0804100036621094
10,2.0713601112365723
11,2.0572874546051025
12,2.0430567264556885
13,2.025113105773926
14,2.0069479942321777
15,1.9808199405670166
16,1.9563952684402466
17,1.9306551218032837
18,1.8901619911193848
19,1.8624695539474487
20,1.8232530355453491
21,1.7835278511047363
22,1.7426106929779053
23,1.730905294418335
24,1.694246768951416
25,1.6417056322097778
26,1.6128685474395752
27,1.5775249004364014
28,1.5736911296844482
29,1.5523405075073242
30,1.5149883031845093
31,1.4961121082305908
32,1.468514323234558
33,1.4324119091033936
34,1.4241467714309692
35,1.3799159526824951
36,1.3470455408096313
37,1.318780541419983
38,1.3091416358947754
39,1.287567138671875
40,1.2753807306289673
41,1.260167121887207
42,1.2035342454910278
43,1.2044823169708252
44,1.1764016151428223
45,1.1632885932922363
46,1.1542435884475708
47,1.1022536754608154
48,1.0436581373214722
49,1.078667163848877
50,1.0618834495544434
51,1.0116801261901855
52,0.9908556938171387
53,1.0113401412963867
54,0.9943703413009644
55,0.9313421249389648
56,0.9760273694992065
57,0.9785547256469727
58,0.975492537021637
59,0.9433346390724182
60,0.9511407613754272
61,0.9522501826286316
62,0.9068402051925659
63,0.926935076713562
64,0.8629108667373657
65,0.8679171800613403
66,0.9293076992034912
67,0.9044817686080933
68,0.8408253192901611
69,0.9239757657051086
70,0.9290089011192322
71,0.9023544788360596
72,0.8602560758590698
73,0.8624081015586853
74,0.8092813491821289
75,0.8627387881278992
76,0.8345791697502136
77,0.8085835576057434
78,0.9043787717819214
79,0.8829483389854431
80,0.8149345517158508
81,0.845101535320282
82,0.7952466011047363
83,0.7690832614898682
84,0.8302844166755676
85,0.8258664011955261
86,0.7986250519752502
87,0.8350058197975159
88,0.7511137127876282
89,0.7884545922279358
90,0.8115600943565369
91,0.7747102379798889
92,0.7781415581703186
93,0.7382042407989502
94,0.7581891417503357
95,0.790830671787262
96,0.7617721557617188
97,0.7002922296524048
98,0.738446056842804
99,0.7467119693756104
100,0.7481830716133118
101,0.7780636548995972
102,0.7352443337440491
103,0.7024624347686768
104,0.7264007925987244
105,0.7139996290206909
106,0.7427135705947876
107,0.7015144228935242
108,0.7354289889335632
109,0.7380127310752869
110,0.7299519777297974
111,0.7535062432289124
112,0.728888213634491
113,0.7820298075675964
114,0.7097405791282654
115,0.7213967442512512
116,0.7202222943305969
117,0.7197624444961548
118,0.7093997597694397
119,0.6805133819580078
120,0.7003656029701233
121,0.6604677438735962
122,0.693574070930481
123,0.6730586886405945
124,0.6835218071937561
125,0.7085944414138794
126,0.7632374167442322
127,0.7002067565917969
128,0.7071855068206787
129,0.6925743818283081
130,0.6575888395309448
131,0.6747302412986755
132,0.7104287147521973
133,0.6179121136665344
134,0.7035670280456543
135,0.7123152017593384
136,0.6559492349624634
137,0.7063894271850586
138,0.6762697696685791
139,0.7034466862678528
140,0.7010465264320374
141,0.6981403827667236
142,0.7524883151054382
143,0.6568995118141174
144,0.7265492081642151
145,0.6543451547622681
146,0.6430290937423706
147,0.6878480911254883
148,0.6564657688140869
149,0.6654611229896545
150,0.6462308764457703
151,0.7025014162063599
152,0.7024553418159485
153,0.6615355014801025
154,0.7149994969367981
155,0.699936032295227
156,0.6422119736671448
157,0.6491186618804932
158,0.6241256594657898
159,0.6466144919395447
160,0.6296375393867493
161,0.6941756010055542
162,0.6345444917678833
163,0.621904730796814
164,0.688603401184082
165,0.665736973285675
166,0.6704931855201721
167,0.6615276336669922
168,0.6145727038383484
169,0.700050413608551
170,0.6175124049186707
171,0.6736223697662354
172,0.6673905253410339
173,0.6971285343170166
174,0.6535722017288208
175,0.692791223526001
176,0.6323031187057495
177,0.6743550300598145
178,0.638498842716217
179,0.648408055305481
180,0.6055818200111389
181,0.6492239236831665
182,0.6263155341148376
183,0.6331589221954346
184,0.6239283680915833
185,0.632394552230835
186,0.5746821761131287
187,0.659752607345581
188,0.6117154359817505
189,0.6092644929885864
190,0.6468266248703003
191,0.6309182643890381
192,0.7020120620727539
193,0.6454352140426636
194,0.5899824500083923
195,0.5803225040435791
196,0.6075621247291565
197,0.5850019454956055
198,0.5983877182006836
199,0.6067026853561401
200,0.5958948135375977
201,0.6043749451637268
202,0.6309385895729065
203,0.6085177659988403
204,0.5606257915496826
205,0.6130384206771851
206,0.6456117033958435
207,0.553840696811676
208,0.6629189252853394
209,0.627921462059021
210,0.6209161877632141
211,0.6589732766151428
212,0.5817264318466187
213,0.5762060284614563
214,0.6783269643783569
215,0.6428777575492859
216,0.5620923638343811
217,0.6218815445899963
218,0.6533915400505066
219,0.5745889544487
220,0.620022714138031
221,0.628050684928894
222,0.5898575186729431
223,0.5998759269714355
224,0.6256785988807678
225,0.5776470303535461
226,0.65476393699646
227,0.5965122580528259
228,0.6340204477310181
229,0.6959223747253418
230,0.586965799331665
231,0.6617960929870605
232,0.5955995321273804
233,0.6100499629974365
234,0.5477660894393921
235,0.6615555286407471
236,0.6537244915962219
237,0.6264548301696777
238,0.6153960824012756
239,0.6075954437255859
240,0.5712715983390808
241,0.5997416973114014
242,0.6285654306411743
243,0.5492939352989197
244,0.6033177971839905
245,0.5949239730834961
246,0.6383341550827026
247,0.6248112320899963
248,0.5994096994400024
249,0.6266264319419861
250,0.6085115075111389
251,0.5866036415100098
252,0.6148303151130676
253,0.5634384155273438
254,0.5755070447921753
255,0.5601746439933777
256,0.6448792219161987
257,0.5495099425315857
258,0.5381490588188171
259,0.6240348815917969
260,0.5847459435462952
261,0.5950127243995667
262,0.5744719505310059
263,0.5767673850059509
264,0.5822813510894775
265,0.5960243940353394
266,0.5623089671134949
267,0.5356908440589905
268,0.6201728582382202
269,0.6124706268310547
270,0.5997762084007263
271,0.5603756904602051
272,0.5375996232032776
273,0.6090351939201355
274,0.580925464630127
275,0.5527442693710327
276,0.6047125458717346
277,0.6558514833450317
278,0.5252736806869507
279,0.5379230380058289
280,0.5682356357574463
281,0.5542928576469421
282,0.5472202897071838
283,0.5725917220115662
284,0.6053288578987122
285,0.5811640024185181
286,0.5928254127502441
287,0.5959240794181824
288,0.5678174495697021
289,0.5646399259567261
290,0.5919181108474731
291,0.5856986045837402
292,0.6184886693954468
293,0.6004443168640137
294,0.5421985387802124
295,0.5929334759712219
296,0.6043697595596313
297,0.575262725353241
298,0.5874964594841003
299,0.5745087265968323
300,0.6232602596282959
301,0.5929383039474487
302,0.5852754712104797
303,0.5957452654838562
304,0.5412927269935608
305,0.5315807461738586
306,0.5427374839782715
307,0.5904861092567444
308,0.6203358769416809
309,0.5436287522315979
310,0.5270463228225708
311,0.5973460078239441
312,0.583804726600647
313,0.501883864402771
314,0.5747427940368652
315,0.5693045854568481
316,0.5464365482330322
317,0.5449108481407166
318,0.5790598392486572
319,0.6009151935577393
320,0.5537359118461609
321,0.5737910270690918
322,0.563101589679718
323,0.5898243188858032
324,0.5676626563072205
325,0.5493527054786682
326,0.5965377688407898
327,0.5782836675643921
328,0.5595495700836182
329,0.5757203698158264
330,0.5094941258430481
331,0.5398687720298767
332,0.5578686594963074
333,0.6055875420570374
334,0.532077968120575
335,0.5538454651832581
336,0.5953083634376526
337,0.579438328742981
338,0.5280230641365051
339,0.5622499585151672
340,0.5758395195007324
341,0.5008218288421631
342,0.5863520503044128
343,0.5880094170570374
344,0.5687817931175232
345,0.5790309309959412
346,0.5815741419792175
347,0.524962306022644
348,0.5519380569458008
349,0.5499740242958069
350,0.5619835257530212
351,0.5698282122612
352,0.5176628828048706
353,0.5437754988670349
354,0.5172554850578308
355,0.534669041633606
356,0.5150354504585266
357,0.5121622681617737
358,0.5888914465904236
359,0.5613524317741394
360,0.5986396670341492
361,0.5466835498809814
362,0.5697609782218933
363,0.5831493139266968
364,0.5188539028167725
365,0.5402014255523682
366,0.4982360899448395
367,0.5717877149581909
368,0.5229218602180481
369,0.5225874185562134
370,0.49134814739227295
371,0.531109094619751
372,0.5269116163253784
373,0.5754727125167847
374,0.5540772676467896
375,0.5128904581069946
376,0.5954737663269043
377,0.5678545832633972
378,0.544987142086029
379,0.588893711566925
380,0.5098235607147217
381,0.5329447388648987
382,0.5684360861778259
383,0.5414764881134033
384,0.5311005115509033
385,0.5398178100585938
386,0.5660433173179626
387,0.5860155820846558
388,0.5334775447845459
389,0.5485570430755615
390,0.5055049061775208
391,0.5545986890792847
392,0.5220907926559448
393,0.5555534958839417
394,0.5561230182647705
395,0.5540085434913635
396,0.5563786625862122
397,0.5088267922401428
398,0.5180632472038269
399,0.529026210308075
